make,mileage,model_year,transmission_from_vin,stock_type,msrp
Ram,98067.0,2021,A,USED,55215
Mercedes-Benz,6872.0,2023,A,NEW,58600
Ford,10.0,2024,A,NEW,64995
Volkswagen,68440.0,2022,A,USED,48895
Jeep,48168.77220551646,2024,A,NEW,45170
Lincoln,27884.0,2019,A,USED,55350
Volkswagen,36.0,2024,M,NEW,48895
Honda,3626.0,2024,A,USED,34160
Chrysler,5.0,2024,A,NEW,58820
GMC,45983.0,2022,A,USED,81148
Kia,99.0,2024,A,NEW,52475
Volkswagen,90.0,2024,A,NEW,60495
Ram,21.0,2024,A,NEW,60520
Ram,132199.0,2016,A,USED,46695
Ram,159760.0,2019,A,USED,60295
Volkswagen,5968.0,2024,A,USED,37995
Nissan,2010.0,2023,A,NEW,43248
Hyundai,268377.0,2017,A,USED,26999
Audi,164471.0,2016,A,USED,36400
GMC,15.0,2024,A,NEW,63199
Nissan,16.0,2024,A,NEW,27198
Subaru,71571.0,2017,M,USED,37995
Nissan,11.0,2024,A,NEW,39548
Nissan,44520.0,2020,A,USED,64498
Ford,5.0,2024,A,NEW,67225
Subaru,15.0,2024,M,NEW,41895
Mazda,104502.0,2017,A,USED,24000
Kia,32.0,2024,A,NEW,31995
GMC,238591.0,2015,A,USED,68645
Ram,17.0,2023,A,NEW,53445
Chevrolet,57508.0,2022,A,USED,53448
Dodge,48168.77220551647,2023,A,USED,53390
GMC,123807.0,2020,A,USED,84098
Jeep,1426.0,2023,A,USED,79845
Lincoln,55.0,2024,A,NEW,122500
Audi,106408.0,2018,A,USED,65600
Jeep,14627.0,2023,A,USED,40895
Volkswagen,98705.0,2018,A,USED,31175
Ford,155000.0,2014,A,USED,44899
Audi,90.0,2024,A,NEW,46515
Jeep,166.0,2023,A,NEW,59395
Hyundai,86722.0,2019,A,USED,29999
Nissan,10538.0,2022,A,USED,50598
Nissan,33603.0,2021,A,USED,46798
Mercedes-Benz,9.0,2024,A,NEW,58900
Ford,45869.0,2021,A,USED,46939
Buick,118.0,2023,A,NEW,39498
Chevrolet,21621.0,2017,A,USED,69795
Toyota,219313.0,2013,A,USED,30490
Toyota,39900.0,2021,A,USED,43650
Volkswagen,50.0,2024,A,NEW,60495
Ford,10.0,2023,A,NEW,59995
Buick,15.0,2024,A,NEW,36079
Jeep,106309.0,2019,A,USED,70195
Mini,4067.0,2024,A,NEW,47890
Lexus,48168.77220551646,2024,A,NEW,69350
Hyundai,99259.0,2018,A,USED,44499
Subaru,19.0,2024,A,NEW,63495
Kia,48168.77220551646,2023,A,NEW,22095
Ford,214095.0,2013,A,USED,29099
Hyundai,57735.0,2017,A,USED,26249
Audi,26390.0,2020,A,USED,56800
Subaru,5.0,2024,A,NEW,33995
Ford,17.0,2024,A,NEW,47235
Volkswagen,13.0,2024,A,NEW,34795
Ram,18.0,2023,A,NEW,56045
Ford,101817.0,2020,A,USED,85400
Cadillac,7.0,2024,A,NEW,59299
Ford,28558.0,2022,A,USED,67015
Jeep,37.0,2024,A,NEW,61045
Toyota,7.0,2024,A,NEW,60450
Mazda,86093.0,2018,A,USED,22700
Ram,21250.0,2023,A,USED,59040
Nissan,13.0,2024,A,NEW,53898
Ram,35.0,2024,A,NEW,68670
GMC,1.0,2024,A,NEW,106799
Porsche,15000.0,2023,A,USED,60800
Nissan,104752.0,2020,A,USED,65898
Lincoln,17.0,2024,A,NEW,61900
GMC,45.0,2024,A,NEW,81399
Nissan,62454.0,2016,A,USED,39398
Hyundai,803.0,2024,A,NEW,30499
Ford,23.0,2024,A,NEW,35700
Jeep,55.0,2024,A,NEW,44270
Chevrolet,106009.0,2020,A,USED,48398
Jeep,19.0,2023,A,NEW,46995
GMC,131957.0,2019,A,USED,61500
Nissan,63968.0,2021,A,USED,77398
Volkswagen,7.0,2024,A,NEW,41795
Lexus,4658.0,2023,A,NEW,74150
Ram,30.0,2024,A,NEW,60520
Hyundai,62000.0,2022,A,USED,39099
GMC,15.0,2024,A,NEW,68199
Ford,8.0,2024,A,NEW,37000
Chevrolet,5426.0,2023,A,USED,81998
Mazda,6000.0,2024,A,USED,63300
Ram,83214.0,2019,A,USED,45370
Chrysler,15.0,2024,A,NEW,72995
Volkswagen,48168.77220551646,2024,A,NEW,54495
Kia,142162.0,2013,M,USED,14195
Kia,83978.0,2021,A,USED,47495
Ford,170200.0,2018,A,USED,59099
Ford,16483.0,2022,A,USED,28599
Nissan,33906.0,2020,A,USED,31398
Volkswagen,66665.0,2021,A,USED,50995
Lexus,3471.0,2024,A,NEW,51800
Toyota,166188.0,2016,A,USED,34465
BMW,90.0,2024,A,NEW,56700
Nissan,15.0,2024,A,NEW,58098
Chevrolet,15.0,2024,A,NEW,35845
Ford,27475.0,2022,A,USED,34999
Audi,13.0,2024,A,NEW,50415
Toyota,48168.77220551646,2024,A,NEW,42550
Infiniti,38369.0,2020,A,USED,61695
Genesis,30635.0,2020,A,USED,62000
Ram,48168.77220551646,2023,A,NEW,54645
Nissan,39410.0,2021,A,USED,40798
Infiniti,10.0,2024,A,NEW,85595
Mitsubishi,10.0,2024,A,NEW,44398
Honda,52511.0,2018,A,USED,31090
Subaru,23737.0,2019,M,USED,29995
Nissan,95987.0,2020,A,USED,29098
Hyundai,10.0,2024,A,NEW,39199
GMC,48168.77220551646,2024,A,NEW,66699
Mazda,10.0,2024,A,NEW,44250
Acura,48168.77220551646,2024,A,NEW,71680
Cadillac,54.0,2024,A,NEW,67499
Ford,31.0,2023,A,NEW,73995
Ford,92.0,2023,A,NEW,77325
Ford,116985.0,2019,A,USED,39999
Acura,117978.0,2015,A,USED,41690
Lincoln,10.0,2024,A,NEW,118500
Infiniti,55.0,2024,A,NEW,57545
Toyota,131922.0,2017,A,USED,36270
Dodge,71432.0,2022,A,USED,43265
Cadillac,45614.0,2020,A,USED,46498
Nissan,70723.0,2019,A,USED,38748
Kia,57.0,2024,A,NEW,35795
Jeep,20.0,2024,A,NEW,37270
Honda,5.0,2024,A,NEW,45000
Nissan,15.0,2024,A,NEW,39548
Mitsubishi,137324.0,2017,A,USED,26298
Nissan,100.0,2024,A,NEW,46898
Kia,152801.0,2015,A,USED,34895
Audi,99990.0,2017,A,USED,73500
Porsche,38555.0,2021,A,USED,57800
Ram,22.0,2024,A,NEW,82570
Nissan,73767.0,2020,A,USED,21998
Nissan,18750.0,2023,A,USED,69198
GMC,11.0,2024,A,NEW,34945
Ram,46368.0,2021,A,USED,46670
Nissan,119669.0,2018,A,USED,20258
Nissan,60651.0,2017,A,USED,44248
Ram,22.0,2024,A,NEW,68670
GMC,11.0,2024,A,NEW,66699
Hyundai,7.0,2024,A,NEW,51199
Kia,10038.0,2024,A,USED,42795
Jeep,125748.0,2015,A,USED,65145
Lexus,90.0,2024,A,NEW,59850
Ford,89075.0,2021,A,USED,57649
Nissan,138000.0,2011,A,USED,43548
Jeep,23668.0,2022,A,USED,50135
Ram,48168.77220551646,2024,A,NEW,68670
Chevrolet,15.0,2024,A,NEW,63499
Ford,98774.0,2020,A,USED,44345
Kia,3190.0,2024,A,USED,49495
Honda,4.0,2024,A,NEW,37630
GMC,48168.77220551646,2024,A,NEW,81699
Ram,36.0,2024,A,NEW,83570
Ford,141779.0,2021,A,USED,48589
Ram,10.0,2024,A,NEW,102370
Ford,24.0,2024,A,NEW,100740
Mini,94018.0,2012,M,USED,21950
BMW,83239.0,2021,A,USED,42425
Buick,71487.0,2022,A,USED,50098
Ram,123085.0,2017,A,USED,44595
BMW,15.0,2024,A,NEW,86000
Ram,10.0,2023,A,NEW,54645
Toyota,199755.0,2019,A,USED,23675
Subaru,44175.0,2021,A,USED,25795
Honda,213482.0,2012,M,USED,17490
Nissan,43643.0,2021,A,USED,24498
Hyundai,96699.0,2019,A,USED,34699
Ram,4698.0,2024,A,NEW,70720
Cadillac,12.0,2024,A,NEW,67499
Chrysler,20.0,2024,A,NEW,72995
Mitsubishi,10.0,2024,A,NEW,32898
Jeep,10.0,2024,A,NEW,59045
Toyota,77465.0,2020,A,USED,42790
Ford,8.0,2024,A,NEW,48340
Mazda,48168.77220551646,2024,A,NEW,44250
Chevrolet,52184.0,2022,A,USED,30798
Dodge,123546.0,2020,A,USED,44795
Volkswagen,11.0,2024,A,NEW,33995
Ford,48168.77220551647,2023,A,USED,55370
BMW,16793.0,2023,A,USED,128000
BMW,90.0,2024,A,NEW,64990
GMC,151063.0,2017,A,USED,55570
Volkswagen,20.0,2024,A,NEW,54495
Mitsubishi,5.0,2024,A,NEW,57498
Honda,300.0,2024,A,NEW,31260
Jeep,41200.0,2021,A,USED,33340
BMW,91315.0,2016,A,USED,55900
Honda,48168.77220551646,2024,A,NEW,59970
GMC,48168.77220551646,2024,A,NEW,66699
Chevrolet,26967.0,2022,A,USED,58448
Hyundai,16.0,2024,A,NEW,27999
Toyota,48168.77220551646,2024,A,NEW,36850
Jeep,16.0,2024,A,NEW,61045
Dodge,48168.77220551647,2018,A,USED,41595
Ram,15.0,2024,A,NEW,68670
Honda,41180.0,2021,A,USED,41700
Hyundai,81223.0,2018,A,USED,37999
Ram,1.0,2023,A,NEW,54645
Hyundai,5.0,2024,A,NEW,46999
Chrysler,48168.77220551646,2024,A,NEW,68420
Volkswagen,23980.0,2023,A,USED,26995
Mazda,15.0,2024,A,NEW,28150
Chevrolet,65708.0,2022,A,USED,41048
Honda,97048.0,2020,A,USED,31490
Genesis,46413.0,2022,A,USED,59500
Volkswagen,58755.0,2021,A,USED,25645
Nissan,8741.0,2023,A,USED,23998
Volkswagen,48168.77220551647,2024,A,USED,33995
GMC,25.0,2024,A,NEW,66399
Subaru,5.0,2024,A,NEW,32195
Jeep,48168.77220551646,2024,A,NEW,63045
Mazda,10.0,2024,A,NEW,44200
Mercedes-Benz,81489.0,2019,A,USED,59000
Buick,108067.0,2017,A,USED,29340
Ford,86974.0,2018,A,USED,45399
Nissan,48168.77220551646,2024,A,NEW,44998
Ford,27554.0,2022,A,USED,43099
Chrysler,12.0,2024,A,NEW,48570
Jeep,73884.0,2022,A,USED,57745
Hyundai,6861.0,2024,A,USED,36699
Mercedes-Benz,6.0,2023,A,NEW,79900
Ram,36.0,2023,A,NEW,54645
GMC,3.0,2023,A,NEW,110803
Hyundai,48168.77220551646,2023,A,NEW,39599
Tesla,30673.0,2022,A,USED,66990
Ford,184.0,2024,A,NEW,38995
Volkswagen,168646.0,2012,A,USED,17275
Nissan,48168.77220551646,2024,A,NEW,53898
Mazda,78163.0,2020,A,USED,32950
Jeep,63278.0,2022,A,USED,57745
Ford,81082.0,2021,A,USED,45669
Kia,86112.0,2021,A,USED,22995
Buick,15.0,2024,A,NEW,31899
Ford,8.0,2024,A,NEW,47235
Chevrolet,10.0,2024,A,NEW,35845
Hyundai,24033.0,2022,A,USED,51999
Buick,5.0,2024,A,NEW,36079
Hyundai,325.0,2024,A,NEW,40599
Volkswagen,96548.0,2017,A,USED,28495
Ford,28315.0,2022,A,USED,56930
Nissan,16.0,2024,A,NEW,58098
GMC,81126.0,2021,A,USED,70698
Audi,78899.0,2018,A,USED,46900
Ram,21.0,2023,A,NEW,53445
Lincoln,6485.0,2023,A,USED,60500
Cadillac,158131.0,2019,A,USED,110295
Ford,16234.0,2023,A,USED,47319
Toyota,48168.77220551646,2024,A,NEW,52250
Toyota,65491.0,2021,A,USED,26250
Chevrolet,30.0,2024,A,NEW,35845
Audi,90.0,2024,A,NEW,62515
Toyota,30262.0,2021,A,USED,30350
Chevrolet,7.0,2024,A,NEW,35845
Nissan,15.0,2024,A,NEW,37398
BMW,100262.0,2019,A,USED,74350
Ford,69498.0,2022,A,USED,53949
Ram,48168.77220551646,2023,A,NEW,54645
Subaru,99785.0,2016,A,USED,34095
Hyundai,72398.0,2021,A,USED,28799
Honda,300.0,2024,A,NEW,59970
GMC,96257.0,2020,A,USED,33698
Cadillac,10.0,2024,A,NEW,76899
Jeep,10.0,2024,A,NEW,84045
Chevrolet,4.0,2024,A,NEW,93699
Lexus,7941.0,2024,A,USED,77350
Nissan,103627.0,2019,A,USED,56998
Ford,17.0,2024,A,NEW,46550
Volkswagen,25.0,2024,A,NEW,54495
Lexus,90.0,2024,A,NEW,67350
Nissan,50099.0,2021,A,USED,40798
Ram,28.0,2024,A,NEW,96770
Chevrolet,29939.0,2022,A,USED,72248
Dodge,29892.0,2022,A,USED,49190
Mazda,15.0,2024,A,NEW,38100
Jeep,14.0,2024,A,NEW,71945
Hyundai,86830.0,2021,A,USED,31799
GMC,51109.0,2022,A,USED,66348
Ram,135776.0,2016,A,USED,51795
Honda,119710.0,2020,A,USED,31690
Subaru,48168.77220551647,2020,A,USED,30795
Land Rover,33717.0,2022,A,USED,95600
Ram,48168.77220551646,2024,A,NEW,70020
Ford,10.0,2024,A,NEW,57085
Ford,15.0,2024,A,NEW,80495
Honda,85749.0,2012,A,USED,30790
Ford,21966.0,2023,A,USED,88565
Subaru,14.0,2024,A,NEW,40095
Nissan,14.0,2024,A,NEW,49898
Honda,10.0,2024,A,NEW,29650
Mazda,48168.77220551646,2024,A,NEW,41050
Mazda,15.0,2024,A,NEW,49300
Ford,131267.0,2016,A,USED,42849
Ford,109364.0,2019,A,USED,27990
Ram,39116.0,2021,A,USED,55215
Honda,26259.0,2023,A,USED,56435
Acura,11995.0,2024,M,USED,55600
Lexus,4642.0,2024,A,NEW,67350
Land Rover,55410.0,2019,A,USED,158500
Chrysler,85408.0,2021,A,USED,45595
Kia,111455.0,2016,A,USED,26695
Dodge,86052.0,2017,A,USED,36945
Mitsubishi,73704.0,2021,A,USED,28198
Toyota,77465.0,2020,A,USED,42790
Toyota,96123.0,2020,A,USED,21790
Ford,13.0,2024,A,NEW,37149
Hyundai,10.0,2024,A,NEW,47599
Ram,35.0,2024,A,NEW,70720
Audi,90.0,2024,A,NEW,50415
Jeep,98827.0,2018,A,USED,48145
Kia,84894.0,2021,M,USED,17295
GMC,48168.77220551646,2024,A,NEW,66699
Ford,72893.0,2021,A,USED,34299
Acura,4.0,2024,A,NEW,56430
Chevrolet,219437.0,2017,A,USED,63605
Chevrolet,15.0,2024,A,NEW,59199
GMC,5.0,2024,A,NEW,34945
Ford,15.0,2024,A,NEW,46550
Chevrolet,23.0,2024,A,NEW,52249
Volkswagen,50494.0,2018,A,USED,39175
BMW,55415.0,2020,A,USED,49750
Volkswagen,23.0,2024,A,NEW,60495
Jaguar,136192.0,2015,A,USED,69000
BMW,90.0,2024,A,NEW,56200
Buick,18.0,2024,A,NEW,31899
Ram,68090.0,2021,A,USED,47920
Ford,50.0,2024,A,NEW,80495
Kia,62000.0,2022,A,USED,37095
Honda,75586.0,2020,A,USED,41090
Ram,95127.0,2018,A,USED,45995
Ram,36.0,2024,A,NEW,70720
Genesis,48168.77220551647,2023,A,USED,55500
Dodge,20035.0,2023,A,USED,52695
Volkswagen,21125.0,2023,A,USED,54995
GMC,63144.0,2020,A,USED,59898
Ford,140076.0,2016,A,USED,67999
Chrysler,84518.0,2021,A,USED,57995
Kia,36969.0,2023,A,USED,30795
Buick,102747.0,2017,A,USED,40195
Chevrolet,40534.0,2022,A,USED,52448
Subaru,124904.0,2018,A,USED,29795
Hyundai,1.0,2024,A,NEW,56999
Ford,187.0,2024,A,NEW,91039
Cadillac,2.0,2024,A,NEW,48899
Jeep,10.0,2024,A,NEW,37270
Chevrolet,12.0,2024,A,NEW,83999
Chevrolet,42017.0,2019,A,USED,15695
Ram,16.0,2024,A,NEW,68670
Lexus,102371.0,2015,A,USED,58900
Ford,100.0,2024,A,NEW,64590
Cadillac,46500.0,2023,A,USED,40198
Hyundai,22.0,2024,A,NEW,27999
Acura,12.0,2024,A,NEW,61430
Hyundai,25716.0,2022,A,USED,41799
Ford,12.0,2024,A,NEW,71000
Nissan,92164.0,2021,A,USED,22198
Ford,138730.0,2017,A,USED,35899
Subaru,93295.0,2020,A,USED,39095
Jeep,9080.0,2023,A,USED,125995
Chevrolet,39117.0,2022,A,USED,50748
Toyota,34213.0,2023,A,USED,37550
Kia,16638.0,2023,A,USED,44995
Audi,90.0,2024,A,NEW,46515
GMC,15.0,2024,A,NEW,103299
GMC,45.0,2024,A,NEW,94199
Kia,84588.0,2020,A,USED,22595
Buick,9.0,2023,A,NEW,38398
Kia,25313.0,2020,A,USED,29595
Ford,11.0,2024,A,NEW,38995
Mercedes-Benz,45095.0,2012,A,USED,43800
Kia,61338.0,2022,A,USED,23195
Jeep,20.0,2024,A,NEW,40170
Dodge,48.0,2023,A,NEW,44895
Jeep,17.0,2024,A,NEW,40170
Honda,33325.0,2019,A,USED,48290
Nissan,48168.77220551646,2024,A,NEW,26298
Buick,10.0,2024,A,NEW,28299
Volkswagen,54220.0,2019,A,USED,49940
Nissan,48168.77220551646,2024,A,NEW,37398
Hyundai,54421.0,2020,A,USED,20599
Ford,13.0,2024,A,NEW,74850
Chrysler,48168.77220551646,2024,A,NEW,58820
Hyundai,87138.0,2021,A,USED,21899
Hyundai,128242.0,2014,A,USED,39899
Ram,91191.0,2018,A,USED,66195
Ford,166000.0,2016,A,USED,41599
Hyundai,46076.0,2022,A,USED,47799
Chevrolet,37678.0,2021,A,USED,52798
Chevrolet,12.0,2024,A,NEW,63499
GMC,5.0,2024,A,NEW,157598
Dodge,10.0,2024,A,NEW,69970
Dodge,26.0,2024,A,NEW,54970
Jeep,11.0,2023,A,NEW,70995
Mazda,87110.0,2021,A,USED,36400
Maserati,90.0,2023,A,NEW,133100
Honda,19256.0,2023,A,USED,48890
Volkswagen,86444.0,2021,A,USED,22995
Kia,163083.0,2016,A,USED,32895
Subaru,5.0,2024,A,NEW,40595
Ram,17.0,2023,A,NEW,53445
Mazda,42296.0,2021,A,USED,30000
Honda,19.0,2024,A,NEW,46275
Hyundai,19.0,2024,A,NEW,21999
Acura,127798.0,2017,A,USED,39590
Hyundai,19.0,2024,A,NEW,20899
Audi,90.0,2024,A,NEW,62515
Toyota,7.0,2024,A,NEW,36850
Ram,58639.0,2023,A,USED,65795
Ford,79739.0,2011,A,USED,29599
Chevrolet,3.0,2024,A,NEW,28699
Nissan,100.0,2024,A,NEW,44998
Nissan,48168.77220551646,2024,A,NEW,22098
Chevrolet,124752.0,2020,A,USED,46298
Mercedes-Benz,69631.0,2021,A,USED,49900
GMC,141848.0,2018,A,USED,56620
Volvo,302073.0,2011,A,USED,55995
Toyota,86047.0,2022,A,USED,37550
Mercedes-Benz,90.0,2024,A,NEW,90100
Honda,124843.0,2017,A,USED,25190
Nissan,8.0,2024,A,NEW,61998
Jeep,24.0,2024,A,NEW,82045
BMW,99198.0,2013,M,USED,46200
Kia,32223.0,2022,A,USED,32795
Chevrolet,30.0,2024,A,NEW,83999
Chevrolet,4.0,2024,A,NEW,34845
Ram,58000.0,2016,A,USED,34895
Honda,95812.0,2014,M,USED,15690
Dodge,47960.0,2014,A,USED,37795
Ford,18.0,2023,A,NEW,115000
Ford,67570.0,2022,A,USED,46719
BMW,54585.0,2021,A,USED,49350
Ram,69.0,2023,A,NEW,81795
Ford,55333.0,2022,A,USED,55449
Jeep,10.0,2023,A,NEW,55490
Chevrolet,15.0,2024,A,NEW,83999
Buick,69995.0,2020,A,USED,46098
Toyota,16.0,2024,A,NEW,35550
GMC,15.0,2024,A,NEW,34945
GMC,3.0,2024,A,NEW,93199
Ford,93549.0,2017,A,USED,29399
Chrysler,66979.0,2021,A,USED,59995
Buick,20601.0,2022,A,USED,39198
GMC,80576.0,2017,A,USED,31350
Mercedes-Benz,91947.0,2018,A,USED,62300
Fiat,16.0,2024,A,NEW,39995
Chevrolet,54042.0,2021,A,USED,35598
GMC,205416.0,2011,A,USED,43945
GMC,15.0,2024,A,NEW,66699
Subaru,50744.0,2021,M,USED,37495
Ford,15559.0,2022,A,USED,34999
Toyota,21228.0,2022,A,USED,36350
Subaru,103.0,2024,A,NEW,41295
Ford,12.0,2024,A,NEW,38995
Ram,18.0,2024,A,NEW,68670
Mazda,64825.0,2021,A,USED,37800
Buick,11.0,2024,A,NEW,59798
Ford,52435.0,2019,A,USED,32249
Kia,67169.0,2018,A,USED,17795
Volvo,26514.0,2021,A,USED,48250
GMC,48168.77220551646,2024,A,NEW,64499
Hyundai,115711.0,2020,A,USED,32199
Audi,61672.0,2021,A,USED,46350
Cadillac,80682.0,2017,A,USED,107205
Chevrolet,128891.0,2017,A,USED,26895
Ram,225726.0,2017,A,USED,47695
Chevrolet,40.0,2024,A,NEW,83699
GMC,114317.0,2018,A,USED,41800
Ford,108535.0,2020,A,USED,32159
Cadillac,6.0,2023,A,NEW,122298
Audi,90.0,2024,A,NEW,74565
Ram,67653.0,2020,A,USED,59795
Kia,27973.0,2020,A,USED,44995
Acura,1306.0,2024,A,NEW,53750
BMW,90.0,2024,A,NEW,56200
Kia,137689.0,2018,A,USED,37495
BMW,2147.0,2024,A,USED,96400
Cadillac,31265.0,2021,A,USED,41198
Ford,42205.0,2023,A,USED,43699
Mini,23500.0,2020,A,USED,28690
Ram,27.0,2024,A,NEW,86815
Nissan,48168.77220551646,2024,A,NEW,44998
Dodge,75544.0,2017,A,USED,22945
Mercedes-Benz,6.0,2024,A,NEW,82500
Ram,19.0,2024,A,NEW,68670
Toyota,48168.77220551646,2024,A,NEW,24490
Chevrolet,163358.0,2014,A,USED,30495
Ford,159044.0,2019,A,USED,45799
Chevrolet,3.0,2024,A,NEW,63999
Jeep,17360.0,2022,A,USED,48640
Ford,12072.0,2022,A,USED,37649
Chevrolet,48168.77220551646,2024,A,NEW,53499
Nissan,80958.0,2017,A,USED,40548
BMW,90.0,2024,A,NEW,48800
BMW,1899.0,2024,A,NEW,111500
Ford,4.0,2024,A,NEW,104245
Hyundai,176746.0,2014,A,USED,25649
Ram,30000.0,2021,A,USED,74195
Kia,82269.0,2022,A,USED,37095
Chevrolet,11.0,2024,A,NEW,67199
GMC,8160.0,2024,A,USED,66399
Audi,7811.0,2023,A,USED,69800
Cadillac,150813.0,2010,A,USED,62770
Jeep,48168.77220551646,2024,A,NEW,40170
Jeep,18.0,2024,A,NEW,67770
Hyundai,141963.0,2015,A,USED,18499
Chevrolet,5.0,2024,A,NEW,63999
Ford,98021.0,2021,A,USED,40249
Ford,17.0,2024,A,NEW,38995
Chevrolet,37.0,2024,A,NEW,63499
Ford,83055.0,2020,A,USED,57249
Audi,142770.0,2015,A,USED,51500
Nissan,93250.0,2021,A,USED,41440
GMC,65.0,2024,A,NEW,66399
Honda,95637.0,2021,A,USED,56190
Volkswagen,16058.0,2023,A,USED,55495
Lexus,29850.0,2019,A,USED,53100
GMC,142156.0,2019,A,USED,45400
Subaru,10.0,2024,A,NEW,33995
Cadillac,158444.0,2015,A,USED,50830
Toyota,7.0,2024,A,NEW,77290
Volkswagen,41435.0,2021,A,USED,24395
Jeep,17.0,2024,A,NEW,59045
Chevrolet,9.0,2024,A,NEW,83699
Jeep,24.0,2024,A,NEW,55770
Ram,4221.0,2023,A,USED,82045
Ram,48168.77220551646,2024,A,NEW,98770
Chevrolet,110409.0,2017,A,USED,26895
Chevrolet,36624.0,2024,A,USED,63499
GMC,4.0,2024,A,NEW,47099
Chevrolet,6.0,2024,A,NEW,52449
Toyota,48168.77220551646,2024,A,NEW,24490
Volkswagen,5.0,2024,A,NEW,61495
Toyota,48168.77220551646,2024,A,NEW,36850
Mazda,9000.0,2020,A,USED,31045
Hyundai,7.0,2024,A,NEW,46399
Chevrolet,3.0,2024,A,NEW,62699
Ram,23.0,2024,A,NEW,86815
Mazda,15.0,2024,A,NEW,36100
Mercedes-Benz,45571.0,2019,A,USED,63100
Volkswagen,48168.77220551647,2023,A,USED,31395
Ram,56145.0,2022,A,USED,49240
Jeep,107000.0,2017,A,USED,56995
Volkswagen,85446.0,2022,A,USED,26695
Nissan,48168.77220551646,2024,A,NEW,22098
Volkswagen,195309.0,2018,A,USED,26195
Jeep,44377.0,2021,A,USED,41795
Honda,43860.0,2023,A,USED,53790
Honda,159845.0,2019,A,USED,27990
Ram,107108.0,2013,A,USED,42015
Chevrolet,26892.0,2022,A,USED,30998
Hyundai,181108.0,2017,A,USED,28999
Chevrolet,8.0,2024,A,NEW,83699
Ram,15.0,2024,A,NEW,68670
BMW,90.0,2024,A,NEW,70500
Volkswagen,91972.0,2020,A,USED,27145
GMC,86.0,2024,A,NEW,66699
Ram,52.0,2024,A,NEW,66070
Audi,90.0,2024,A,NEW,92500
Honda,101991.0,2017,A,USED,36390
Dodge,87362.0,2021,A,USED,41895
Nissan,12002.0,2023,A,USED,52998
Hyundai,86350.0,2021,A,USED,25049
Ford,30.0,2024,A,NEW,71000
Honda,240030.0,2009,A,USED,31690
Jeep,68.0,2023,A,NEW,56285
Jeep,12.0,2024,A,NEW,63770
Ford,146000.0,2017,A,USED,59599
GMC,48168.77220551646,2024,A,NEW,87299
Ford,211186.0,2018,A,USED,28149
Toyota,48168.77220551646,2024,A,NEW,55050
Volvo,30.0,2024,A,NEW,88500
Volkswagen,5.0,2024,A,NEW,50295
Ford,160387.0,2016,A,USED,19249
Subaru,120077.0,2016,M,USED,40795
Jeep,10.0,2024,A,NEW,63045
Acura,163859.0,2017,A,USED,48390
Dodge,92431.0,2019,A,USED,37845
Porsche,71913.0,2020,A,USED,86400
Chevrolet,36086.0,2018,M,USED,48745
Lexus,48168.77220551646,2024,A,NEW,72850
Honda,110776.0,2019,M,USED,21190
Toyota,132585.0,2014,A,USED,36790
Toyota,95071.0,2020,A,USED,21790
Ford,126670.0,2012,A,USED,31499
Toyota,16914.0,2021,A,USED,26250
Nissan,85293.0,2021,A,USED,19498
Ram,132975.0,2022,A,USED,44645
Chevrolet,90090.0,2022,A,USED,30998
Nissan,10.0,2024,A,NEW,27198
BMW,61357.0,2021,A,USED,42800
Hyundai,35168.0,2016,A,USED,31549
Tesla,44502.0,2022,A,USED,66990
Honda,96205.0,2019,A,USED,52490
Volkswagen,107115.0,2020,A,USED,40395
Chevrolet,15.0,2024,A,NEW,63799
Kia,59.0,2024,A,NEW,65495
Volkswagen,901.0,2024,A,NEW,34495
Ram,22.0,2024,A,NEW,68070
Hyundai,85135.0,2021,A,USED,21899
Audi,92485.0,2019,A,USED,38200
Ford,10.0,2024,A,NEW,64590
Ford,16.0,2024,A,NEW,38995
GMC,140086.0,2021,A,USED,69698
Ford,192785.0,2012,A,USED,38899
Ram,231023.0,2016,A,USED,41395
Alfa Romeo,43.0,2023,A,NEW,46495
BMW,32567.0,2020,A,USED,41900
Nissan,84521.0,2021,A,USED,34598
Chevrolet,15.0,2024,A,NEW,67199
Chevrolet,119621.0,2017,A,USED,33395
Volkswagen,88788.0,2021,A,USED,31995
Buick,150430.0,2017,A,USED,24190
Cadillac,134221.0,2015,A,USED,85500
Toyota,192698.0,2014,A,USED,39900
Hyundai,7.0,2024,A,NEW,23799
Cadillac,152800.0,2013,A,USED,80770
Mazda,80635.0,2021,A,USED,43600
Honda,20897.0,2023,A,USED,48890
BMW,90.0,2024,A,NEW,82000
Hyundai,47616.0,2021,A,USED,32599
Ram,14222.0,2022,A,USED,79495
Chevrolet,220000.0,2019,A,USED,43000
Chevrolet,88628.0,2021,A,USED,31798
Kia,23695.0,2022,A,USED,29995
Ford,49514.0,2015,A,USED,29249
Cadillac,2.0,2024,A,NEW,59299
Hyundai,95681.0,2020,A,USED,32399
Chevrolet,15.0,2023,A,NEW,59703
Nissan,5.0,2024,A,NEW,25648
Buick,195956.0,2017,A,USED,27895
Dodge,78070.0,2020,A,USED,42745
Nissan,97890.0,2020,A,USED,31398
Hyundai,49952.0,2022,A,USED,26099
Chrysler,75690.0,2021,A,USED,47795
Volkswagen,45477.0,2019,A,USED,49940
Hyundai,78544.0,2021,A,USED,21899
Ford,10.0,2023,A,NEW,70450
Nissan,28131.0,2023,A,USED,36598
Toyota,43299.0,2022,A,USED,26750
