price
18000.0
40999.0
53904.0
40670.0
26999.0
27999.0
57988.0
18680.0
65312.0
43999.0
59815.0
46990.0
42420.0
21924.0
26999.0
15995.0
21778.0
61078.0
47851.21882352941
65680.0
47851.21882352941
42524.0
85580.0
76995.0
32995.0
31369.0
56692.0
100622.0
243699.0
47851.218823529416
50730.0
46988.0
71037.0
62820.0
33698.0
64163.0
63465.0
38907.0
39895.0
6600.0
86189.0
37844.0
34373.0
8900.0
31031.0
47851.218823529416
53954.0
32898.0
23139.0
22999.0
36498.0
25888.0
63460.0
22077.0
51435.0
70657.0
24997.0
80839.0
100785.0
49335.0
21995.0
69888.0
71127.0
54495.0
84599.0
41410.0
23995.0
30528.0
39949.0
26988.0
18431.0
23482.0
36977.0
111253.0
26192.0
26988.0
115152.0
52900.0
11500.0
24497.0
34507.0
15988.0
67273.0
78057.0
27939.0
62000.0
44785.0
36999.0
54995.0
43810.0
26995.0
30900.0
42770.0
43456.0
33274.0
107695.0
49847.0
73150.0
63797.0
35810.0
255000.0
47851.21882352941
70832.0
68706.0
22998.0
65900.0
48834.0
65087.0
71930.0
57248.0
89911.0
25999.0
26492.0
89999.0
41230.0
70258.0
52910.0
52215.0
37844.0
42910.0
77623.0
53599.0
25995.0
22997.0
91949.0
60224.0
63300.0
57187.0
32995.0
68445.0
23900.0
28999.0
28999.0
63368.0
88784.0
42140.0
30054.0
44969.0
83302.0
41452.0
63995.0
46711.0
28788.0
40999.0
76300.0
84457.0
62988.0
19497.0
13445.0
12698.0
19987.0
36434.0
31922.0
22999.0
26597.0
38190.0
39988.0
73347.0
46202.0
20122.0
47851.218823529416
56731.0
78981.0
71180.0
36852.0
8999.0
72776.0
52900.0
31995.0
88659.0
80802.0
45375.0
21200.0
62500.0
78215.0
49999.0
19682.0
36907.0
26980.0
12999.0
27480.0
66665.0
189980.0
74433.0
20900.0
45999.0
26907.0
20691.0
19997.0
31599.0
91999.0
44469.0
9340.0
21799.0
43788.0
45500.0
39394.0
52500.0
18974.0
46988.0
25251.0
103795.0
70448.0
97995.0
47228.0
72660.0
67298.0
86269.0
70082.0
31495.0
43599.0
76947.0
45497.0
80734.0
38498.0
73769.0
36452.0
35999.0
52888.0
109564.0
44995.0
63674.0
27131.0
47851.21882352941
44666.0
30507.0
47851.21882352941
71510.0
25999.0
53395.0
23447.0
19498.0
40298.0
27531.0
17900.0
27995.0
19985.0
47851.218823529416
66815.0
17995.0
43974.0
64400.0
47851.218823529416
26499.0
24995.0
82846.0
24107.0
101915.0
37999.0
118861.0
64847.0
77175.0
26900.0
38495.0
37997.0
64963.0
47851.21882352941
110042.0
23988.0
29999.0
8999.0
67228.0
50720.0
44907.0
67389.0
29196.0
100138.0
22478.0
6999.0
43999.0
38999.0
27568.0
47851.218823529416
47851.21882352941
56498.0
84289.0
51900.0
6900.0
43000.0
47851.21882352941
28497.0
21677.0
40876.0
52175.0
48995.0
34997.0
33900.0
16342.0
45022.0
49698.0
80614.0
69684.0
56800.0
48910.0
47851.21882352941
3099.0
29784.0
51866.0
117755.0
16999.0
22799.0
28995.0
7888.0
66619.0
68727.0
24900.0
39888.0
61139.0
45400.0
34999.0
116430.0
22995.0
33000.0
75970.0
62980.0
63888.0
20450.0
29900.0
44995.0
34888.0
22907.0
64855.0
43995.0
49761.0
33784.0
62894.0
79900.0
120811.0
35750.0
43435.0
43980.0
27388.0
75885.0
72010.0
18998.0
48780.0
47988.0
76931.0
24597.0
47851.21882352941
32995.0
19995.0
51998.0
19988.0
46135.0
50686.0
45651.0
16995.0
24998.0
45729.0
29888.0
130590.0
47851.21882352941
51605.0
57473.0
26695.0
45999.0
19795.0
41219.0
81824.0
61170.0
94680.0
12980.0
139354.0
27995.0
24995.0
56793.0
60671.0
94013.0
78495.0
39901.0
48836.0
18917.0
38541.0
30748.0
47680.0
32991.0
52726.0
55497.0
26998.0
36988.0
39516.0
58430.0
32987.0
43998.0
49915.0
76000.0
62310.0
28988.0
25888.0
36961.0
29987.0
47851.21882352941
52656.0
24478.0
45884.0
22500.0
21995.0
36300.0
27899.0
29997.0
61221.0
34948.0
58884.0
47851.21882352941
8999.0
38900.0
57925.0
90449.0
29596.0
34949.0
12999.0
80177.0
55430.0
20978.0
42420.0
42769.0
39633.0
31754.0
65894.0
41880.0
22995.0
30997.0
28888.0
111717.0
59997.0
19987.0
73679.0
